Wall time,Step,Value
1715031760.0896316,6,4.603293418884277
1715031767.519419,17,4.56710958480835
1715031785.0024037,43,4.265127658843994
1715031785.6774821,44,4.25173807144165
1715031794.3675673,57,3.9923360347747803
1715031797.0675275,61,3.9162826538085938
1715031803.7468944,71,3.646463632583618
1715031807.0455062,76,3.474409818649292
1715031817.1496832,91,2.9780099391937256
1715031820.4864771,96,2.9405035972595215
1715031822.511351,99,2.75142765045166
1715031834.5719068,117,2.1790783405303955
1715031835.227408,118,2.1220083236694336
1715031837.9085748,122,2.056122303009033
1715031844.6684668,132,1.7532744407653809
1715031859.3685067,154,1.4352147579193115
1715031861.3984244,157,1.5771515369415283
1715031862.7514222,159,1.495032548904419
1715031868.0774994,167,1.2797576189041138
1715031870.0838726,170,1.4023154973983765
1715031880.8086126,186,1.2705011367797852
1715031886.7248702,195,1.0418362617492676
1715031893.2188232,203,1.2425005435943604
1715031914.048773,234,1.0213643312454224
1715031919.4427648,242,0.974247395992279
1715031928.106268,255,0.9543234705924988
1715031932.1187043,261,1.0363976955413818
1715031932.7742789,262,0.7847256064414978
1715031938.1628826,270,1.3010836839675903
1715031941.5185008,275,1.0841487646102905
1715031948.2217462,285,1.0054665803909302
1715031961.6107514,305,0.8545718789100647
1715031967.6097953,314,1.2337898015975952
1715031972.3067696,321,0.9133991003036499
1715031983.6181242,338,1.0569967031478882
1715031991.567289,350,1.0027501583099365
1715031992.9190252,352,0.880702555179596
1715031997.6070845,359,0.8413617014884949
1715032011.000645,379,0.7960631847381592
1715032012.3518467,381,0.9424284100532532
1715032015.0273046,385,0.9064551591873169
1715032022.775321,395,0.816520631313324
1715032026.0866683,400,0.8567938804626465
1715032030.0815952,406,0.8234732151031494
1715032039.448023,420,0.9204384088516235
1715032042.7858963,425,0.875444769859314
1715032051.4598885,438,0.7724465727806091
1715032054.102227,442,0.9178248643875122
1715032055.434648,444,0.9415845274925232
1715032067.4673665,462,0.9378502368927002
1715032070.1124423,466,0.8403539657592773
1715032073.4497766,471,0.9441937208175659
1715032083.4987595,486,0.8051466941833496
1715032086.1797664,490,1.017303705215454
1715032087.5346153,492,0.6749516725540161
1715032088.8657615,494,0.928878128528595
1715032100.251875,511,0.8460273742675781
1715032102.9137223,515,0.8658851385116577
1715032104.264449,517,0.9104962348937988
1715032113.012736,530,0.8561999201774597
1715032117.6748257,537,0.8834443092346191
1715032119.0339022,539,0.7700615525245667
1715032123.0428362,545,0.9383286237716675
1715032146.4216073,580,0.8536263704299927
1715032149.6981115,585,0.9086280465126038
1715032159.504687,598,0.8630338311195374
1715032165.574718,607,0.8917312622070312
1715032175.6705503,622,0.8942008018493652
1715032176.3263881,623,1.067447304725647
1715032185.677689,637,0.726812481880188
1715032186.3449543,638,0.7538853287696838
1715032198.4285889,656,0.7577235698699951
1715032201.7627182,661,0.8568196892738342
1715032203.121713,663,0.8937080502510071
1715032224.60346,695,0.7289750576019287
1715032225.2787142,696,0.6564475893974304
1715032236.6914341,713,0.9131835699081421
1715032266.0708103,757,0.8102292418479919
1715032270.0655668,763,0.8834606409072876
1715032273.3832161,768,0.7313175201416016
1715032281.378391,780,0.7827835083007812
1715032285.7598233,785,0.7376314401626587
1715032287.8328583,788,0.8965928554534912
1715032291.1549134,793,0.840011715888977
1715032292.4667015,795,0.7179226279258728
1715032300.518586,807,0.902046799659729
1715032308.60511,819,0.6628896594047546
1715032318.6316729,834,1.0167549848556519
1715032326.0117915,845,0.6513278484344482
1715032331.3534985,853,0.7737206816673279
1715032337.393459,862,0.7523210048675537
1715032343.3986588,871,0.6379585862159729
1715032359.5497582,895,0.6710663437843323
1715032370.9336884,912,0.6597369313240051
1715032376.3026721,920,0.7312825322151184
1715032393.0478914,945,0.7376895546913147
1715032393.7035768,946,0.7631971836090088
1715032414.3570805,977,0.7865197658538818
1715032415.0117612,978,0.8010264039039612
1715032420.1361406,984,0.7811970710754395
1715032426.1748583,993,0.6707814335823059
1715032427.5061262,995,0.8473050594329834
1715032428.1816843,996,0.7696599364280701
1715032441.592557,1016,0.7633852362632751
1715032448.9762099,1027,0.8040808439254761
1715032455.6872168,1037,0.766128659248352
1715032457.0166593,1039,0.7209246754646301
1715032460.3828676,1044,0.7019748091697693
1715032463.0457406,1048,0.6964149475097656
1715032466.3445086,1053,0.8605255484580994
1715032467.0162995,1054,0.8486905097961426
1715032471.6662972,1061,0.7250314950942993
1715032473.6928558,1064,0.6317293643951416
1715032482.34369,1077,0.6742382645606995
1715032483.0187173,1078,0.7355115413665771
1715032492.3935184,1092,0.732408881187439
1715032493.0688298,1093,0.8030867576599121
1715032498.3713531,1101,0.8073733448982239
1715032500.388397,1104,0.7870321869850159
1715032501.739891,1106,0.7771551012992859
1715032508.4418828,1116,0.7023128867149353
1715032517.1479158,1129,0.7735897302627563
1715032524.5040646,1140,0.8007916808128357
1715032525.1798077,1141,0.8036061525344849
1715032526.5297925,1143,0.6075507402420044
1715032541.3288014,1165,0.7284078001976013
1715032546.6122487,1173,0.6605914831161499
1715032564.3681638,1198,0.7656240463256836
1715032567.0287688,1202,0.6169940233230591
1715032578.422712,1219,0.6664910912513733
1715032585.7956738,1230,0.6133340001106262
1715032586.470914,1231,0.6616201996803284
1715032587.8022215,1233,0.622272253036499
1715032595.8275285,1245,0.8214493989944458
1715032597.184573,1247,0.7153382897377014
1715032599.1906052,1250,0.7813991904258728
1715032601.2155194,1253,0.7342067956924438
1715032601.8908439,1254,0.7980440258979797
1715032602.5677543,1255,0.6994399428367615
1715032626.1121814,1290,0.660632848739624
1715032638.905675,1309,0.7298390865325928
1715032641.5758939,1313,0.725398600101471
1715032647.5777977,1322,0.6622143387794495
1715032664.3285208,1347,0.7421154975891113
1715032665.003479,1348,0.7820375561714172
1715032667.6928558,1352,0.6793142557144165
1715032670.3618855,1356,0.7685783505439758
1715032684.027635,1375,0.7977936863899231
1715032702.1533952,1402,0.653778612613678
1715032703.4844096,1404,0.7749138474464417
1715032707.4967196,1410,0.6194923520088196
1715032720.9297848,1430,0.6623050570487976
1715032722.2800071,1432,0.8371197581291199
1715032732.999204,1448,0.7082527875900269
1715032741.6885908,1461,0.6762778759002686
1715032746.3654315,1468,0.6839613914489746
1715032748.3906505,1471,0.615559995174408
1715032749.0653698,1472,0.7595781683921814
1715032752.4425325,1477,0.6831990480422974
1715032757.8265026,1485,0.6009028553962708
1715032762.5175962,1492,0.8857645988464355
1715032763.8675692,1494,0.5775613188743591
1715032790.7670913,1534,0.7331960797309875
1715032791.4228303,1535,0.7517858743667603
1715032802.2206314,1551,0.6810966730117798
1715032803.5705826,1553,0.7565149664878845
1715032806.2704043,1557,0.555393397808075
1715032818.5902069,1574,0.5867968201637268
1715032819.9226906,1576,0.6986104846000671
