Wall time,Step,Value
1714334073.6786468,5,2.2979393005371094
1714334083.0812056,19,2.104217052459717
1714334097.7492309,41,1.3060647249221802
1714334102.4801693,48,0.9806391596794128
1714334112.5445745,63,0.6116765141487122
1714334113.2198365,64,0.4500841796398163
1714334118.545832,72,0.44057634472846985
1714334122.5663354,78,0.4329824447631836
1714334125.921587,83,0.3679066598415375
1714334130.659145,90,0.36912426352500916
1714334140.051702,104,0.3794625997543335
1714334142.7426481,108,0.2959599196910858
1714334152.1487975,122,0.3589181900024414
1714334156.8713183,129,0.3333965241909027
1714334158.224588,131,0.4321627616882324
1714334176.3501544,158,0.35011833906173706
1714334178.36004,161,0.26038047671318054
1714334179.6767235,163,0.3292490243911743
1714334181.007465,165,0.3546719253063202
1714334186.3603227,173,0.2765338718891144
1714334199.0572455,192,0.35955798625946045
1714334208.1990225,204,0.2183312326669693
1714334209.5143871,206,0.30610546469688416
1714334225.698987,230,0.3656119704246521
1714334235.721897,245,0.2514248490333557
1714334236.3807886,246,0.3433869183063507
1714334245.7778997,260,0.3076474368572235
1714334253.833593,272,0.38838279247283936
1714334255.8592043,275,0.3549821078777313
1714334261.2462747,283,0.37440937757492065
1714334263.2571564,286,0.32572779059410095
1714334269.9982505,296,0.3726247251033783
1714334284.1022065,317,0.2773866057395935
1714334286.1402957,320,0.3410417437553406
1714334288.1516914,323,0.2522563636302948
1714334304.2432618,347,0.32908061146736145
1714334312.3054283,359,0.35449057817459106
1714334316.3082213,365,0.2595060169696808
1714334317.6600997,367,0.3343067169189453
1714334325.6909587,379,0.35493290424346924
1714334330.9945776,387,0.36800915002822876
1714334333.6249502,391,0.3706080913543701
1714334342.8306592,403,0.3426658511161804
1714334351.5673053,416,0.2808253765106201
1714334356.2815151,423,0.2818291187286377
1714334365.6316078,437,0.3102928102016449
1714334366.3071647,438,0.2457869052886963
1714334367.6431973,440,0.29763203859329224
1714334372.339208,447,0.3403278887271881
1714334382.415204,462,0.30962666869163513
1714334385.100239,466,0.3517524003982544
1714334391.816245,476,0.2808656394481659
1714334395.1961613,481,0.44351136684417725
1714334395.8723054,482,0.24342000484466553
1714334399.8743134,488,0.29776549339294434
1714334433.4148448,511,0.27244967222213745
1714334434.749422,513,0.3485986590385437
1714334435.4174936,514,0.32604873180389404
1714334438.128989,518,0.2878556251525879
1714334448.8961475,534,0.22536338865756989
1714334452.2672782,539,0.2743999660015106
1714334453.6182873,541,0.2701381742954254
1714334461.699605,553,0.32464295625686646
1714334464.4117348,557,0.3233024477958679
1714334468.4611573,563,0.3632063567638397
1714334488.358242,591,0.20911940932273865
1714334491.0902052,595,0.31860780715942383
1714334492.4463043,597,0.32677221298217773
1714334513.9431224,629,0.2945937216281891
1714334514.6191676,630,0.33102914690971375
1714334520.0056057,638,0.22989065945148468
1714334524.0511565,644,0.2664685547351837
1714334524.7270372,645,0.26914453506469727
1714334534.0993369,659,0.2764301896095276
1714334540.1311886,668,0.20828448235988617
1714334545.504203,676,0.34673213958740234
1714334558.2600832,695,0.24826481938362122
1714334576.3732977,722,0.31704992055892944
1714334579.0536492,726,0.22252872586250305
1714334591.8435907,745,0.30815255641937256
1714334605.3172784,765,0.2984634339809418
1714334612.7092953,776,0.20511570572853088
1714334613.3665078,777,0.2989144027233124
1714334617.3161702,783,0.27682819962501526
1714334622.3804016,789,0.30124756693840027
1714334633.1700525,805,0.3340164124965668
1714334633.8282917,806,0.20605944097042084
1714334635.1803,808,0.25911062955856323
1714334643.251142,820,0.2196234166622162
1714334651.992467,833,0.2345200777053833
1714334668.7346187,858,0.2859398424625397
1714334674.7624085,867,0.2607627213001251
1714334678.1079166,872,0.3024599254131317
1714334688.1446095,887,0.31355875730514526
1714334695.524896,898,0.3023264408111572
1714334698.1948843,902,0.248721182346344
1714334717.687997,931,0.32191404700279236
1714334725.7497597,943,0.1718447208404541
1714334730.448844,950,0.3160291016101837
1714334765.1252034,1000,0.3014189898967743
1714334784.5628781,1003,0.2049606889486313
1714334785.8970203,1005,0.32138022780418396
1714334793.264037,1016,0.24301107227802277
1714334797.9572592,1023,0.2819494605064392
1714334800.6380112,1027,0.28355035185813904
1714334801.954969,1029,0.2577378451824188
1714334807.9651926,1038,0.2800917625427246
1714334820.7101727,1057,0.2564610242843628
1714334830.1631866,1071,0.25083059072494507
1714334830.8390985,1072,0.24666030704975128
1714334832.1911788,1074,0.26357337832450867
1714334834.878956,1078,0.15288467705249786
1714334840.907631,1087,0.19139057397842407
1714334848.9516835,1099,0.25056591629981995
1714334851.6196334,1103,0.2991383373737335
1714334852.9729953,1105,0.24423031508922577
1714334856.3350108,1110,0.2830888032913208
1714334857.6700191,1112,0.2798326909542084
1714334864.3859046,1122,0.32979774475097656
1714334867.0526998,1126,0.3124505877494812
1714334871.71758,1133,0.20480719208717346
1714334873.0654006,1135,0.2724631726741791
1714334881.100205,1147,0.3383028507232666
1714334884.4484437,1152,0.2895435690879822
1714334885.1238906,1153,0.24724410474300385
1714334893.1673553,1165,0.18115277588367462
1714334899.7670434,1175,0.30424657464027405
1714334902.3127363,1177,0.3183329999446869
1714334907.634783,1185,0.298448771238327
1714334913.6629012,1194,0.27890586853027344
1714334914.3221805,1195,0.2795613706111908
1714334930.391981,1219,0.26024433970451355
1714334935.0631123,1226,0.3008924722671509
1714334949.174225,1247,0.2400878518819809
1714334952.5188758,1252,0.23277999460697174
1714334953.1977446,1253,0.19880825281143188
1714334954.53125,1255,0.3602810204029083
1714334956.5589988,1258,0.28393617272377014
1714334959.2274892,1262,0.3025345504283905
1714334963.2666907,1268,0.22359755635261536
1714334965.9362118,1272,0.22619187831878662
1714334969.260876,1277,0.21358321607112885
1714334983.9886005,1299,0.32362061738967896
1714334989.363015,1307,0.21955955028533936
1714335000.0699055,1323,0.21988284587860107
1714335002.0626013,1326,0.2921040654182434
1714335015.5150974,1346,0.1666145920753479
1714335025.564247,1361,0.20622405409812927
1714335028.244421,1365,0.25896820425987244
1714335036.624858,1376,0.22128741443157196
1714335037.2818396,1377,0.231559619307518
1714335064.7757201,1418,0.2644481062889099
1714335078.913271,1439,0.18497887253761292
1714335079.5887659,1440,0.29139140248298645
1714335091.5808265,1458,0.23874181509017944
1714335092.2558753,1459,0.2909661531448364
1714335102.943043,1475,0.16171370446681976
1714335104.2603295,1477,0.25631868839263916
1714335113.6237724,1491,0.18125304579734802
1714335116.3083692,1495,0.23343391716480255
1714335139.39403,1503,0.25487715005874634
1714335144.7479372,1511,0.26293131709098816
1714335146.7400856,1514,0.21161188185214996
1714335148.7467015,1517,0.1854151338338852
